50
17,44,37
17,45,17
17,46,8
17,47,11
17,48,3
17,49,47
17,50,27
18,19,32
18,20,8
18,21,38
18,22,37
18,23,23
18,24,6
18,25,25
18,26,27
18,27,6
18,28,44
18,29,8
18,30,38
18,31,18
18,32,21
18,33,49
18,34,3
18,35,49
18,36,44
18,37,42
18,38,37
18,39,48
18,40,21
18,41,16
18,42,21
18,43,13
18,44,43
18,45,30
18,46,48
18,47,48
18,48,48
18,49,7
18,50,26
19,20,8
19,21,26
19,22,39
19,23,19
19,24,38
19,25,17
19,26,22
19,27,14
19,28,25
19,29,24
19,30,44
19,31,40
19,32,14
19,33,38
19,34,41
19,35,36
19,36,16
19,37,47
19,38,25
19,39,12
19,40,24
19,41,42
19,42,11
19,43,31
19,44,25
19,45,18
19,46,4
19,47,44
19,48,48
19,49,28
19,50,4
20,21,11
20,22,23
20,23,35
20,24,33
20,25,34
20,26,35
20,27,50
20,28,42
20,29,26
20,30,43
20,31,9
20,32,48
20,33,22
20,34,41
20,35,13
20,36,19
20,37,18
20,38,1
20,39,1
20,40,32
20,41,23
20,42,22
20,43,14
20,44,1
20,45,21
20,46,49
20,47,4
20,48,20
20,49,50
20,50,15
21,22,17
21,23,26
21,24,30
21,25,21
21,26,49
21,27,13
21,28,26
21,29,49
21,30,48
21,31,32
21,32,26
21,33,17
21,34,7
21,35,47
21,36,11
21,37,11
21,38,50
21,39,15
21,40,48
21,41,33
21,42,10
21,43,13
21,44,33
21,45,14
21,46,7
21,47,16
21,48,37
21,49,12
21,50,42
22,23,17
22,24,38
22,25,9
22,26,47
22,27,12
22,28,24
22,29,39
22,30,33
22,31,13
22,32,1
22,33,12
22,34,31
22,35,39
22,36,8
22,37,17
22,38,27
22,39,5
22,40,32
22,41,42
22,42,19
22,43,29
22,44,49
22,45,38
22,46,1
22,47,23
22,48,34
22,49,43
22,50,4
23,24,48
23,25,13
23,26,39
23,27,25
23,28,29
23,29,17
23,30,30
23,31,14
23,32,36
23,33,29
23,34,26
23,35,45
23,36,40
23,37,50
23,38,35
23,39,20
23,40,39
23,41,49
23,42,6
23,43,30
23,44,34
23,45,15
23,46,27
23,47,44
23,48,8
23,49,29
23,50,43
24,25,11
24,26,14
24,27,37
24,28,40
24,29,22
24,30,34
24,31,11
24,32,24
24,33,33
24,34,19
24,35,25
24,36,3
24,37,34
24,38,26
24,39,10
24,40,3
24,41,4
24,42,21
24,43,2
24,44,2
24,45,36
24,46,37
24,47,17
24,48,21
24,49,45
24,50,33
25,26,14
25,27,14
25,28,1
25,29,33
25,30,23
25,31,30
25,32,38
25,33,7
25,34,17
25,35,8
25,36,26
25,37,45
25,38,14
25,39,25
25,40,46
25,41,22
25,42,15
25,43,28
25,44,43
25,45,39
25,46,32
25,47,31
25,48,16
25,49,47
25,50,4
26,27,38
26,28,38
26,29,41
26,30,41
26,31,36
26,32,13
26,33,7
26,34,39
26,35,43
26,36,27
26,37,36
26,38,49
26,39,23
26,40,48
26,41,2
26,42,16
26,43,5
26,44,37
26,45,18
26,46,22
26,47,14
26,48,7
26,49,26
26,50,21
27,28,46
27,29,49
27,30,11
27,31,24
27,32,34
27,33,49
27,34,30
27,35,6
27,36,13
27,37,14
27,38,44
27,39,14
27,40,28
27,41,17
27,42,49
27,43,17
27,44,47
27,45,42
27,46,8
27,47,45
27,48,50
27,49,36
27,50,46
28,29,22
28,30,2
28,31,20
28,32,36
28,33,21
28,34,27
28,35,43
28,36,49
28,37,4
28,38,28
28,39,26
28,40,49
28,41,32
28,42,2
28,43,13
28,44,10
28,45,12
28,46,26
28,47,17
28,48,33
28,49,26
28,50,22
29,30,4
29,31,32
29,32,8
29,33,2
29,34,6
29,35,37
29,36,42
29,37,33
29,38,12
29,39,5
29,40,44
29,41,5
29,42,7
29,43,12
29,44,31
29,45,48
29,46,34
29,47,35
29,48,28
29,49,15
29,50,44
30,31,16
30,32,9
30,33,16
30,34,40
30,35,37
30,36,49
30,37,41
30,38,5
30,39,6
30,40,28
30,41,10
30,42,47
30,43,42
30,44,48
30,45,37
30,46,26
30,47,5
30,48,32
30,49,46
30,50,18
31,32,39
31,33,50
31,34,1
31,35,11
31,36,28
31,37,5
31,38,33
31,39,7
31,40,18
31,41,24
31,42,17
31,43,8
31,44,30
31,45,37
31,46,31
31,47,26
31,48,47
31,49,20
31,50,35
32,33,30
32,34,38
32,35,3
32,36,11
32,37,27
32,38,14
32,39,9
32,40,28
32,41,35
32,42,18
32,43,43
32,44,36
32,45,30
32,46,30
32,47,23
32,48,31
32,49,48
32,50,23
33,34,47
33,35,39
33,36,30
33,37,22
33,38,33
33,39,21
33,40,6
33,41,45
33,42,12
33,43,14
33,44,13
33,45,30
33,46,49
33,47,27
33,48,39
33,49,36
33,50,43
34,35,42
34,36,1
34,37,8
34,38,43
34,39,23
34,40,19
34,41,32
34,42,12
34,43,23
34,44,26
34,45,7
34,46,2
34,47,26
34,48,41
34,49,25
34,50,26
35,36,44
35,37,34
35,38,42
35,39,49
35,40,39
35,41,26
35,42,12
35,43,24
35,44,16
35,45,23
35,46,5
35,47,18
35,48,7
35,49,2
35,50,49
36,37,39
36,38,46
36,39,29
36,40,8
36,41,49
36,42,27
36,43,29
36,44,7
36,45,44
36,46,27
36,47,45
36,48,31
36,49,36
36,50,36
37,38,8
37,39,28
37,40,50
37,41,21
37,42,18
37,43,23
37,44,43
37,45,30
37,46,7
37,47,37
37,48,2
37,49,30
37,50,25
38,39,33
38,40,23
38,41,34
38,42,43
38,43,44
38,44,10
38,45,7
38,46,17
38,47,28
38,48,28
38,49,33
38,50,47
39,40,7
39,41,7
39,42,16
39,43,46
39,44,28
39,45,12
39,46,17
39,47,1
39,48,38
39,49,18
39,50,25
40,41,8
40,42,30
40,43,9
40,44,22
40,45,21
40,46,20
40,47,6
40,48,19
40,49,15
40,50,50
41,42,34
41,43,24
41,44,19
41,45,35
41,46,14
41,47,26
41,48,14
41,49,42
41,50,21
42,43,49
42,44,3
42,45,13
42,46,21
42,47,38
42,48,48
42,49,37
42,50,18
43,44,39
43,45,3
43,46,33
43,47,12
43,48,16
43,49,16
43,50,13
44,45,43
44,46,20
44,47,32
44,48,40
44,49,13
44,50,1
45,46,31
45,47,31
45,48,42
45,49,11
45,50,13
46,47,21
46,48,32
46,49,50
46,50,5
47,48,50
47,49,7
47,50,12
48,49,36
48,50,32
49,50,37
